Han_Ji,Chu_Im,Freq,Siann,Un, Tiau 
曛,hun1,,h,un, 1 
曜,qiau7,,q,iau, 7 
朦,bong5,,b,ong, 5 
檮,to5,,t,o, 5 
檯,tai5,,t,ai, 5 
檳,pin1,,p,in, 1 
檵,ke3,,k,e, 3 
檻,lam7,,l,am, 7 
檽,lonn7,,l,onn, 7 
檾,kheng2,,kh,eng, 2 
檿,qiam3,,q,iam, 3 
櫁,bit8,,b,it, 8 
櫂,chhau7,0.01 ,chh,au, 7 
櫃,kui7,,k,ui, 7 
櫇,phau1,,ph,au, 1 
櫡,chhiak4,,chh,iak, 4 
歟,qi5,,q,i, 5 
歸,kui1,,k,ui, 1 
殯,pin3,,p,in, 3 
毉,qi1,0.01 ,q,i, 1 
濺,chhian3,,chh,ian, 3 
濾,li7,,l,i, 7 
瀁,qiang2,,q,iang, 2 
瀅,qeng7,,q,eng, 7 
瀆,tok8,,t,ok, 8 
瀉,sia3,,s,ia, 3 
瀋,sim2,,s,im, 2 
瀌,phiau1,,ph,iau, 1 
瀏,liu5,,l,iu, 5 
瀑,phok8,,ph,ok, 8 
瀦,chhi1,,chh,i, 1 
燹,sian2,,s,ian, 2 
燻,hun1,,h,un, 1 
燼,sin7,,s,in, 7 
燿,qiau7,0.01 ,q,iau, 7 
獵,lap8,,l,ap, 8 
璧,phek4,,ph,ek, 4 
璵,qi5,,q,i, 5 
璿,soan5,0.01 ,s,oan, 5 
甕,qong3,,q,ong, 3 
癖,phek4,,ph,ek, 4 
癗,lui5,,l,ui, 5 
癘,le7,,l,e, 7 
癙,chi2,,ch,i, 2 
皦,kiau2,,k,iau, 2 
盬,koo2,,k,oo, 2 
瞹,qai3,,q,ai, 3 
瞻,chhiam1,,chh,iam, 1 
瞽,koo2,,k,oo, 2 
瞾,chhiau3,0.01 ,chh,iau, 3 
瞿,ki3,0.01 ,k,i, 3 
瞿,ki5,,k,i, 5 
礉,khau3,,kh,au, 3 
礎,choo2,,ch,oo, 2 
礐,hak8,,h,ak, 8 
禮,le2,,l,e, 2 
穟,sui7,,s,ui, 7 
穠,long5,,l,ong, 5 
穡,sek4,,s,ek, 4 
穢,qoe3,,q,oe, 3 
竄,choan3,,ch,oan, 3 
竅,khiau3,,kh,iau, 3 
竵,hoai1,,h,oai, 1 
簞,tan1,,t,an, 1 
簟,tiam7,,t,iam, 7 
簠,hu2,,h,u, 2 
簡,kan2,,k,an, 2 
簣,kui7,,k,ui, 7 
簥,kiau1,,k,iau, 1 
簦,teng1,,t,eng, 1 
簧,hong5,,h,ong, 5 
簨,sun2,,s,un, 2 
簪,chham1,,chh,am, 1 
簪,chhom1,,chh,om, 1 
簫,siau1,,s,iau, 1 
簮,chhom1,0.01 ,chh,om, 1 
糦,chi3,,ch,i, 3 
糧,liang5,,l,iang, 5 
繒,chheng1,,chh,eng, 1 
繓,choat4,,ch,oat, 4 
織,chhit4,,chh,it, 4 
繕,sian7,,s,ian, 7 
繚,liau2,,l,iau, 2 
繚,liau5,,l,iau, 5 
繜,chhun2,,chh,un, 2 
繞,jiau2,,j,iau, 2 
繡,siu3,,s,iu, 3 
繢,hoe7,0.01 ,h,oe, 7 
繦,kiang2,0.01 ,k,iang, 2 
罇,chhun1,,chh,un, 1 
罈,tham5,,th,am, 5 
羴,sian1,0.01 ,s,ian, 1 
羵,hun5,,h,un, 5 
翸,phun2,,ph,un, 2 
翹,kiau5,,k,iau, 5 
翻,hoan1,,h,oan, 1 
聵,hoe7,,h,oe, 7 
聶,liap4,,l,iap, 4 
職,chhit4,,chh,it, 4 
臍,chhai5,,chh,ai, 5 
臍,chhe1,,chh,e, 1 
臍,chhe5,,chh,e, 5 
臎,chhui1,,chh,ui, 1 
臏,pin2,,p,in, 2 
臏,pin7,,p,in, 7 
臐,hun1,,h,un, 1 
舊,kiu7,,k,iu, 7 
艟,tong5,,t,ong, 5 
薩,sat4,,s,at, 4 
薰,hun1,,h,un, 1 
薳,qui2,0.01 ,q,ui, 2 
薸,phiau5,,ph,iau, 5 
薺,chhe1,,chh,e, 1 
薾,chhi2,,chh,i, 2 
薿,gi2,,g,i, 2 
藂,chham7,,chh,am, 7 
藂,chhong5,,chh,ong, 5 
藇,si7,,s,i, 7 
藉,chhek8,,chh,ek, 8 
藉,chhia7,,chh,ia, 7 
藊,pian2,,p,ian, 2 
藍,lam5,,l,am, 5 
藎,chhin7,,chh,in, 7 
藏,chhong5,,chh,ong, 5 
藏,chhong7,,chh,ong, 7 
藐,biau2,,b,iau, 2 
虩,hek4,,h,ek, 4 
蟚,pheng5,,ph,eng, 5 
蟟,liau5,,l,iau, 5 
蟠,hoan5,,h,oan, 5 
蟢,hi2,,h,i, 2 
蟣,ki2,,k,i, 2 
蟪,hui7,,h,ui, 7 
蟫,qim5,,q,im, 5 
蟬,sian5,,s,ian, 5 
蟯,jiau5,,j,iau, 5 
蟲,thiong5,,th,iong, 5 
蟳,sim5,,s,im, 5 
襆,pok8,0.01 ,p,ok, 8 
襉,kan2,,k,an, 2 
襊,choat4,,ch,oat, 4 
襌,tan1,,t,an, 1 
襍,chhap8,,chh,ap, 8 
覆,hok4,,h,ok, 4 
覆,hu3,0.10 ,h,u, 3 
覲,kin7,,k,in, 7 
觴,siang1,,s,iang, 1 
謨,boo5,,b,oo, 5 
謫,tek4,,t,ek, 4 
謬,biu7,,b,iu, 7 
謭,chhian2,,chh,ian, 2 
謳,qoo1,,q,oo, 1 
謴,gun7,,g,un, 7 
謹,kin2,,k,in, 2 
謽,kiang7,,k,iang, 7 
謾,ban7,,b,an, 7 
豐,hong1,,h,ong, 1 
賾,chhek4,,chh,ek, 4 
贀,qi3,,q,i, 3 
贁,pai7,0.01 ,p,ai, 7 
贂,chim2,,ch,im, 2 
贄,chhi3,,chh,i, 3 
贅,chhoe3,,chh,oe, 3 
趩,chek8,,ch,ek, 8 
蹕,pit4,,p,it, 4 
蹘,liau5,,l,iau, 5 
蹙,chiok4,,ch,iok, 4 
蹜,siok4,,s,iok, 4 
蹝,si2,0.01 ,s,i, 2 
蹟,chhek4,,chh,ek, 4 
蹠,chhek4,,chh,ek, 4 
蹢,tek4,,t,ek, 4 
蹣,boan5,,b,oan, 5 
蹣,poan5,,p,oan, 5 
蹤,chhong1,,chh,ong, 1 
蹩,phiat4,,ph,iat, 4 
軀,khi1,,kh,i, 1 
轆,lok8,,l,ok, 8 
轉,chhoan2,,chh,oan, 2 
轍,tiat8,,t,iat, 8 
邃,sui3,,s,ui, 3 
邇,ji2,,j,i, 2 
邈,biau2,,b,iau, 2 
醨,li5,,l,i, 5 
醪,lo5,,l,o, 5 
醫,qi1,,q,i, 1 
醬,chhiang3,,chh,iang, 3 
釐,li5,,l,i, 5 
鎔,qiong5,,q,iong, 5 
鎖,so2,,s,o, 2 
鎗,chiang1,,ch,iang, 1 
鎚,thui5,,th,ui, 5 
鎛,phok4,,ph,ok, 4 
鎜,poan5,0.01 ,p,oan, 5 
鎞,pe1,,p,e, 1 
鎣,qeng7,,q,eng, 7 
鎧,khai2,,kh,ai, 2 
鎬,ko2,,k,o, 2 
鎮,tin3,,t,in, 3 
鎰,qit8,,q,it, 8 
鎻,so2,0.01 ,s,o, 2 
闐,thian5,,th,ian, 5 
闑,giat8,,g,iat, 8 
闔,khap4,,kh,ap, 4 
闕,khoat4,,kh,oat, 4 
闖,tham3,,th,am, 3 
隳,hoe1,,h,oe, 1 
雙,sang1,,s,ang, 1 
雙,song1,,s,ong, 1 
雛,chi1,,ch,i, 1 
雜,chhap8,,chh,ap, 8 
雝,qiong1,,q,iong, 1 
雞,ke1,,k,e, 1 
離,li5,,l,i, 5 
離,li7,,l,i, 7 
霡,bek8,,b,ek, 8 
霤,liu2,,l,iu, 2 
靝,thian1,0.01 ,th,ian, 1 
鞢,siat8,,s,iat, 8 
鞦,chiu1,,ch,iu, 1 
鞫,kiok4,,k,iok, 4 
鞬,kian1,,k,ian, 1 
鞭,pian1,,p,ian, 1 
韘,tiap8,,t,iap, 8 
韙,qui2,,q,ui, 2 
顋,sai1,0.01 ,s,ai, 1 
顋,su1,,s,u, 1 
題,te5,,t,e, 5 
額,gek8,,g,ek, 8 
顏,gan5,,g,an, 5 
顒,giong5,,g,iong, 5 
顓,chhoan1,,chh,oan, 1 
顕,hian2,0.01 ,h,ian, 2 
颸,su1,,s,u, 1 
颺,qiang5,,q,iang, 5 
餮,thiat4,,th,iat, 4 
餹,thong5,,th,ong, 5 
餼,hi3,,h,i, 3 
饁,qiap4,,q,iap, 4 
騅,tui1,,t,ui, 1 
騋,lai5,,l,ai, 5 
騌,chhong1,,chh,ong, 1 
騍,kho3,,kh,o, 3 
騎,khi5,,kh,i, 5 
騏,ki5,,k,i, 5 
騐,giam3,0.01 ,g,iam, 3 
騑,hui1,,h,ui, 1 
髜,khiau2,,kh,iau, 2 
鬃,chhong1,,chh,ong, 1 
鬆,song1,,s,ong, 1 
鬈,koan5,,k,oan, 5 
鬩,ge2,,g,e, 2 
鬵,sim5,,s,im, 5 
魋,toe5,,t,oe, 5 
魍,bong2,,b,ong, 2 
魎,liang2,,l,iang, 2 
魏,gui7,,g,ui, 7 
鮸,bian2,,b,ian, 2 
鮻,so1,,s,o, 1 
鮾,loe2,,l,oe, 2 
鯀,kun2,,k,un, 2 
鯁,keng2,,k,eng, 2 
鯃,goo5,,g,oo, 5 
鯈,siu5,,s,iu, 5 
鯉,li2,,l,i, 2 
鯊,se1,,s,e, 1 
鯽,chhek4,,chh,ek, 4 
鯽,chhit4,,chh,it, 4 
鵑,koan1,,k,oan, 1 
鵒,qiok8,,q,iok, 8 
鵓,put8,,p,ut, 8 
鵙,koat4,0.01 ,k,oat, 4 
鵜,the5,,th,e, 5 
鵝,go5,,g,o, 5 
鵠,gok8,,g,ok, 8 
麌,gi2,,g,i, 2 
麐,lin5,0.01 ,l,in, 5 
麱,phoo1,,ph,oo, 1 
黠,hat4,,h,at, 4 
鼂,tiau7,,t,iau, 7 
鼕,tong5,,t,ong, 5 
鼦,tiau1,,t,iau, 1 
鼪,seng1,,s,eng, 1 
鼬,qiu7,,q,iu, 7 
齕,hek8,,h,ek, 8 
𠐥,qek4,0.01 ,q,ek, 4 
𠐦,koe1,0.01 ,k,oe, 1 
𠐧,beng5,,b,eng, 5 
𠠝,lek8,,l,ek, 8 
𡮻,lan5,,l,an, 5 
𡽞,thek8,0.01 ,th,ek, 8 
𡾆,gek8,,g,ek, 8 
𡾇,khong3,,kh,ong, 3 
𣀒,chiong3,,ch,iong, 3 
𣝕,chhian1,,chh,ian, 1 
𤁩,chhun1,,chh,un, 1 
𤻄,sui7,,s,ui, 7 
𥀣,hak8,,h,ak, 8 
𥢶,koe3,,k,oe, 3 
𥼜,phok4,,ph,ok, 4 
𦏆,tong5,,t,ong, 5 
𦡱,qiau7,,q,iau, 7 
𦡴,tiu7,,t,iu, 7 
𦡶,ham7,,h,am, 7 
𦪧,kam2,,k,am, 2 
𦾹,soan1,,s,oan, 1 
𧇾,khui1,0.01 ,kh,ui, 1 
𧝓,tam7,,t,am, 7 
𧝘,poo5,,p,oo, 5 
𧢍,piat4,0.01 ,p,iat, 4 
𧫝,soa2,,s,oa, 2 
𧫡,chhit4,,chh,it, 4 
𧷞,siang1,0.01 ,s,iang, 1 
𧷟,phin1,,ph,in, 1 
𧷡,loo5,,l,oo, 5 
𨄅,khi1,,kh,i, 1 
𨎊,kun2,,k,un, 2 
𨐱,pian7,,p,ian, 7 
𨪈,kui7,,k,ui, 7 
𩝥,soo3,,s,oo, 3 
𩰿,sim5,0.01 ,s,im, 5 
𪁧,sin5,,s,in, 5 
䊪,lainn7,0.01 ,l,ainn, 7 
䌜,giap8,,g,iap, 8 
䌟,phek4,,ph,ek, 4 
䌠,kam1,,k,am, 1 
䌡,le2,,l,e, 2 
䑆,qiang2,,q,iang, 2 
䑈,phok4,,ph,ok, 4 
䕢,toa2,,t,oa, 2 
䚑,bainn5,,b,ainn, 5 
䜍,liau5,,l,iau, 5 
䜎,lo5,,l,o, 5 
䨮,soat4,0.01 ,s,oat, 4 
䰄,sai1,,s,ai, 1 
䰄,su1,,s,u, 1 
䰅,si1,0.01 ,s,i, 1 
䱨,chi3,,ch,i, 3 
䳢,ki5,,k,i, 5 
䶕,pa1,,p,a, 1 
儳,sam5,,s,am, 5 
儳,sam7,,s,am, 7 
劖,chham7,,chh,am, 7 
勷,siang1,,s,iang, 1 
嚥,qian3,,q,ian, 3 
嚬,pin5,,p,in, 5 
嚭,phi2,,ph,i, 2 
壚,loo5,,l,oo, 5 
壜,tham5,0.01 ,th,am, 5 
壝,qui7,,q,ui, 7 
壞,hoai7,,h,oai, 7 
壟,liong2,,l,iong, 2 
壟,long2,,l,ong, 2 
壠,long2,,l,ong, 2 
壡,hat4,,h,at, 4 
嬹,heng3,,h,eng, 3 
嬾,lan2,0.01 ,l,an, 2 
嬿,qian3,,q,ian, 3 
寳,po2,0.01 ,p,o, 2 
寵,thiong2,,th,iong, 2 
廬,li5,,l,i, 5 
懲,teng5,,t,eng, 5 
懶,lan2,,l,an, 2 
懷,hoai5,,h,oai, 5 
攀,phan1,,ph,an, 1 
曝,phok8,,ph,ok, 8 
曠,khong3,,kh,ong, 3 
櫋,bian5,,b,ian, 5 
櫏,chian1,,ch,ian, 1 
櫓,loo2,,l,oo, 2 
櫜,ko1,,k,o, 1 
櫝,tok8,,t,ok, 8 
櫟,lek8,,l,ek, 8 
櫟,lok8,,l,ok, 8 
歠,choat4,,ch,oat, 4 
瀕,pin5,,p,in, 5 
瀘,loo5,,l,oo, 5 
瀚,han7,,h,an, 7 
瀛,qeng5,,q,eng, 5 
瀝,lek8,,l,ek, 8 
瀠,qeng5,,q,eng, 5 
瀨,lainn7,,l,ainn, 7 
爆,phok8,,ph,ok, 8 
爇,siat4,,s,iat, 4 
爉,lap8,,l,ap, 8 
爍,siak4,,s,iak, 4 
爕,siat4,0.01 ,s,iat, 4 
牘,tok8,,t,ok, 8 
犢,tok8,,t,ok, 8 
獸,siu3,,s,iu, 3 
獺,that4,,th,at, 4 
璽,ji2,,j,i, 2 
瓈,le5,,l,e, 5 
瓊,keng5,,k,eng, 5 
瓣,pian7,,p,ian, 7 
疆,kiang1,,k,iang, 1 
疇,tiu5,,t,iu, 5 
癠,se7,,s,e, 7 
癡,chi1,,ch,i, 1 
矄,hun1,,h,un, 1 
矇,bong5,,b,ong, 5 
矱,hoo7,,h,oo, 7 
礙,gai7,,g,ai, 7 
礚,khap4,,kh,ap, 4 
禰,ji2,,j,i, 2 
禰,jinn2,,j,inn, 2 
禱,to2,,t,o, 2 
穤,lonn5,0.01 ,l,onn, 5 
穧,chhe1,,chh,e, 1 
穩,qun2,,q,un, 2 
穪,cheng1,0.01 ,ch,eng, 1 
穫,hoo7,,h,oo, 7 
竆,kiong5,0.01 ,k,iong, 5 
簷,liam5,,l,iam, 5 
簸,po3,,p,o, 3 
簽,chiam1,,ch,iam, 1 
簾,liam5,,l,iam, 5 
簿,phoo7,,ph,oo, 7 
簿,pok8,,p,ok, 8 
籀,tiu7,,t,iu, 7 
糫,hoan5,,h,oan, 5 
繩,chhin5,,chh,in, 5 
繪,hoe7,,h,oe, 7 
繫,he7,,h,e, 7 
繭,kan2,,k,an, 2 
繮,kiang1,,k,iang, 1 
繰,chau1,0.01 ,ch,au, 1 
繲,kai3,,k,ai, 3 
繳,chhiak4,0.10 ,chh,iak, 4 
繳,kiau2,,k,iau, 2 
繶,qek4,,q,ek, 4 
繸,sui7,,s,ui, 7 
繹,qek8,,q,ek, 8 
羃,bek8,,b,ek, 8 
羅,lo5,,l,o, 5 
羆,phi5,,ph,i, 5 
羶,chhian1,,chh,ian, 1 
羶,sian1,,s,ian, 1 
羸,loe5,,l,oe, 5 
羹,keng1,,k,eng, 1 
翽,hui3,,h,ui, 3 
翽,qoe3,,q,oe, 3 
臔,hian2,,h,ian, 2 
臕,piau1,,p,iau, 1 
臖,heng3,,h,eng, 3 
臘,lap8,,l,ap, 8 
艡,tong1,,t,ong, 1 
艤,gi2,,g,i, 2 
藕,gaunn7,,g,aunn, 7 
藘,li5,,l,i, 5 
藜,le5,,l,e, 5 
藝,ge7,,g,e, 7 
藞,loa2,,l,oa, 2 
藟,lui2,,l,ui, 2 
藤,teng5,,t,eng, 5 
藤,tin5,,t,in, 5 
藥,qiak8,,q,iak, 8 
藩,hoan5,,h,oan, 5 
藭,kiong5,,k,iong, 5 
藲,qoo1,,q,oo, 1 
蟶,cheng1,,ch,eng, 1 
蟹,hai7,,h,ai, 7 
蟻,gi2,,g,i, 2 
蟾,siam5,,s,iam, 5 
蠃,lo2,,l,o, 2 
蠆,ban7,,b,an, 7 
蠆,chai3,,ch,ai, 3 
蠍,qiat4,,q,iat, 4 
襖,qo2,,q,o, 2 
襛,jiong5,,j,iong, 5 
襜,chiam1,,ch,iam, 1 
襟,khim1,,kh,im, 1 
襠,tong1,,t,ong, 1 
襢,tan7,0.01 ,t,an, 7 
覇,pa3,0.01 ,p,a, 3 
覈,hek8,,h,ek, 8 
覵,han2,0.01 ,h,an, 2 
覶,lo1,,l,o, 1 
覷,hi3,,h,i, 3 
觶,ti3,,t,i, 3 
譀,ham3,,h,am, 3 
譁,hoa5,,h,oa, 5 
譆,hi1,,h,i, 1 
證,chhin3,,chh,in, 3 
譋,ho7,,h,o, 7 
譌,go5,0.01 ,g,o, 5 
譎,koat4,,k,oat, 4 
譏,ki1,,k,i, 1 
譓,hui7,,h,ui, 7 
譔,chhoan7,0.01 ,chh,oan, 7 
譕,bu5,,b,u, 5 
譖,chhom3,,chh,om, 3 
識,sit4,,s,it, 4 
譙,chhiau5,,chh,iau, 5 
譚,tam5,0.01 ,t,am, 5 
譜,phoo2,,ph,oo, 2 
豷,qi3,,q,i, 3 
贈,chheng7,,chh,eng, 7 
贊,chhan3,,chh,an, 3 
贋,gan7,,g,an, 7 
蹨,jian2,,j,ian, 2 
蹨,jian5,,j,ian, 5 
蹨,lian2,,l,ian, 2 
蹮,chian1,,ch,ian, 1 
蹯,hoan5,,h,oan, 5 
蹰,tu5,,t,u, 5 
蹲,chhun1,,chh,un, 1 
蹴,chiok4,,ch,iok, 4 
蹵,chiok4,0.01 ,ch,iok, 4 
蹶,khoat4,,kh,oat, 4 
蹷,khoat4,0.01 ,kh,oat, 4 
蹺,khiau1,,kh,iau, 1 
蹻,khiau1,,kh,iau, 1 
蹻,kiau2,,k,iau, 2 
躇,ti5,,t,i, 5 
轎,kiau7,,k,iau, 7 
轔,lin5,,l,in, 5 
辭,su5,,s,u, 5 
邊,pian1,,p,ian, 1 
醮,chhiau7,,chh,iau, 7 
鎩,sat4,,s,at, 4 
鏁,so2,0.01 ,s,o, 2 
鏆,koan3,,k,oan, 3 
鏇,chhian7,,chh,ian, 7 
鏇,chhoan7,,chh,oan, 7 
鏊,go7,,g,o, 7 
鏌,bok8,,b,ok, 8 
鏑,tek4,,t,ek, 4 
鏕,lok8,,l,ok, 8 
鏖,qo1,,q,o, 1 
鏗,khian1,,kh,ian, 1 
鏘,chiang1,,ch,iang, 1 
鏙,sui1,,s,ui, 1 
鏜,thong1,,th,ong, 1 
鏞,qiong5,,q,iong, 5 
鏟,san2,,s,an, 2 
鏡,keng3,,k,eng, 3 
鏢,phiau1,0.01 ,ph,iau, 1 
鏤,loo5,,l,oo, 5 
鏥,siu3,0.01 ,s,iu, 3 
鏨,chham7,,chh,am, 7 
闚,kui1,,k,ui, 1 
關,koan1,,k,oan, 1 
難,lan5,,l,an, 5 
難,lan7,,l,an, 7 
霧,bu7,,b,u, 7 
霪,qim5,,q,im, 5 
霫,sip4,,s,ip, 4 
靡,bi2,,b,i, 2 
鞵,hai5,0.01 ,h,ai, 5 
鞶,poan5,,p,oan, 5 
韜,tho1,,th,o, 1 
韞,qun3,,q,un, 3 
韻,qun7,,q,un, 7 
顖,sin3,0.01 ,s,in, 3 
願,goan7,,g,oan, 7 
顙,song2,,s,ong, 2 
顛,tian1,,t,ian, 1 
類,lui7,,l,ui, 7 
颻,qiau5,,q,iau, 5 
颼,soo1,,s,oo, 1 
颾,so1,,s,o, 1 
饅,ban5,,b,an, 5 
饈,siu1,,s,iu, 1 
饉,kin7,,k,in, 7 
馧,qun1,,q,un, 1 
騖,bu7,,b,u, 7 
騙,phian3,,ph,ian, 3 
騙,phiat4,,ph,iat, 4 
騙,pian2,,p,ian, 2 
騤,kui5,,k,ui, 5 
騧,qoa5,,q,oa, 5 
鬍,hoo5,,h,oo, 5 
鯖,cheng1,,ch,eng, 1 
鯤,khun1,,kh,un, 1 
鯧,chiang1,,ch,iang, 1 
鯪,leng5,,l,eng, 5 
鯫,chhoo1,,chh,oo, 1 
鵡,bu2,,b,u, 2 
鵪,qan1,,q,an, 1 
鵬,pheng5,,ph,eng, 5 
鵲,chiak4,,ch,iak, 4 
鵻,chhui1,,chh,ui, 1 
鵻,tui1,0.01 ,t,ui, 1 
鵾,khun1,,kh,un, 1 
鶂,giat8,0.01 ,g,iat, 8 
鶃,giat8,,g,iat, 8 
鶄,chheng1,,chh,eng, 1 
鶉,sun5,,s,un, 5 
鶊,keng1,,k,eng, 1 
麑,ge5,,g,e, 5 
麒,ki5,,k,i, 5 
麓,lok8,,l,ok, 8 
麕,khun1,,kh,un, 1 
麗,le7,,l,e, 7 
麗,li5,0.10 ,l,i, 5 
麴,khiok4,,kh,iok, 4 
黼,hu2,,h,u, 2 
鼃,qoa5,0.01 ,q,oa, 5 
鼄,tu1,0.01 ,t,u, 1 
鼗,to5,,t,o, 5 
齗,gin5,,g,in, 5 
龐,bang5,,b,ang, 5 
𠐻,kian2,,k,ian, 2 
𠐼,lin7,,l,in, 7 
𠠢,leng5,,l,eng, 5 
𡾙,gok8,,g,ok, 8 
𡾛,peng2,,p,eng, 2 
𢅭,lai2,,l,ai, 2 
𢤭,lim2,0.01 ,l,im, 2 
𣞙,song2,,s,ong, 2 
𣟉,hoai3,,h,oai, 3 
𤂿,soan2,,s,oan, 2 
𥨪,kiong5,0.01 ,k,iong, 5 
𥴩,kek4,,k,ek, 4 
𥼶,sek4,,s,ek, 4 
𦅼,tam1,,t,am, 1 
𦆀,chian3,,ch,ian, 3 
𦆃,kam1,,k,am, 1 
𦌭,ki1,0.01 ,k,i, 1 
𦢌,thok8,,th,ok, 8 
𧀬,chip4,,ch,ip, 4 
𧬂,ho7,,h,o, 7 
𧬈,hip4,,h,ip, 4 
𧽽,liau5,,l,iau, 5 
𨅒,tu5,,t,u, 5 
𨅘,piang7,,p,iang, 7 
𨎰,han7,0.01 ,h,an, 7 
𨣃,lo5,0.01 ,l,o, 5 
𨲮,lo3,,l,o, 3 
𨶶,se1,,s,e, 1 
𩈸,khiu2,,kh,iu, 2 
𩔨,sin3,0.01 ,s,in, 3 
𩙷,giu7,,g,iu, 7 
𩞆,chong5,,ch,ong, 5 
𩮀,chhong2,,chh,ong, 2 
𩮅,ga7,,g,a, 7 
𪉧,tam7,,t,am, 7 
㒦,lui2,0.01 ,l,ui, 2 
㒦,lui7,,l,ui, 7 
㰖,lam2,,l,am, 2 
㶎,hoan5,,h,oan, 5 
㶑,liam2,0.01 ,l,iam, 2 
䑉,qeng5,,q,eng, 5 
䕯,phiau5,0.01 ,ph,iau, 5 
䞉,qin7,0.01 ,q,in, 7 
䞉,seng7,,s,eng, 7 
䥛,kiat4,,k,iat, 4 
䨇,song1,0.01 ,s,ong, 1 
䵪,kun3,,k,un, 3 
勸,khoan3,,kh,oan, 3 
匶,kiu7,0.01 ,k,iu, 7 
嚳,khak4,,kh,ak, 4 
嚴,giam5,,g,iam, 5 
嚶,qeng1,,q,eng, 1 
嚷,jiang2,,j,iang, 2 
嚼,chhiak4,,chh,iak, 4 
壤,jiang2,,j,iang, 2 
孀,song1,,s,ong, 1 
孃,liang5,0.01 ,l,iang, 5 
孽,giat8,,g,iat, 8 
孾,qeng1,,q,eng, 1 
寶,po2,,p,o, 2 
巆,qeng5,0.01 ,q,eng, 5 
巇,hi1,,h,i, 1 
巉,cham5,,ch,am, 5 
巊,qeng2,,q,eng, 2 
懸,hian5,,h,ian, 5 
懺,cham3,,ch,am, 3 
攔,lan5,,l,an, 5 
攖,qeng1,,q,eng, 1 
攘,jiang2,,j,iang, 2 
攘,jiang5,,j,iang, 5 
攙,cham1,,ch,am, 1 
斅,hau7,,h,au, 7 
旟,qi5,,q,i, 5 
曦,hi1,,h,i, 1 
朧,liong5,,l,iong, 5 
櫪,lek8,,l,ek, 8 
櫬,chin3,,ch,in, 3 
櫯,soo1,,s,oo, 1 
櫱,giat8,,g,iat, 8 
櫳,liong5,,l,iong, 5 
瀯,qeng5,,q,eng, 5 
瀰,bi5,,b,i, 5 
瀲,liam2,,l,iam, 2 
瀹,qiak8,,q,iak, 8 
瀼,jiang5,,j,iang, 5 
瀾,lan5,,l,an, 5 
瀾,lan7,,l,an, 7 
瀿,hoan5,,h,oan, 5 
爋,hun3,,h,un, 3 
爏,lok8,,l,ok, 8 
爐,loo5,,l,oo, 5 
犨,siu5,,s,iu, 5 
獻,hian3,,h,ian, 3 
瓍,sui5,,s,ui, 5 
瓏,long5,,l,ong, 5 
癢,qiang7,,q,iang, 7 
癥,chhin3,0.01 ,chh,in, 3 
皫,phiau2,,ph,iau, 2 
矍,kiak8,,k,iak, 8 
礦,kong2,,k,ong, 2 
礧,lui2,,l,ui, 2 
礧,lui7,,l,ui, 7 
礪,le7,,l,e, 7 
礬,hoan5,,h,oan, 5 
禲,le7,,l,e, 7 
穮,phiau1,,ph,iau, 1 
竇,too7,,t,oo, 7 
競,keng7,,k,eng, 7 
籃,lam5,,l,am, 5 
籄,kui7,,k,ui, 7 
籉,tai5,,t,ai, 5 
籊,tek8,,t,ek, 8 
籌,tiu5,,t,iu, 5 
籍,chhek8,,chh,ek, 8 
糯,lonn5,,l,onn, 5 
繼,ke3,,k,e, 3 
繽,phin1,,ph,in, 1 
繾,khian2,,kh,ian, 2 
纁,hun1,,h,un, 1 
纂,choan3,,ch,oan, 3 
罌,qeng1,,q,eng, 1 
耀,qiau7,,q,iau, 7 
臙,qian1,0.01 ,q,ian, 1 
臚,loo5,,l,oo, 5 
艦,lam7,,l,am, 7 
艨,bong5,,b,ong, 5 
藹,qai2,,q,ai, 2 
藺,lin7,,l,in, 7 
藻,chho2,,chh,o, 2 
藾,lainn7,,l,ainn, 7 
蘀,thok4,,th,ok, 4 
蘂,lui2,0.01 ,l,ui, 2 
蘅,heng5,,h,eng, 5 
蘆,loo5,,l,oo, 5 
蘇,soo1,,s,oo, 1 
蘈,toe5,,t,oe, 5 
蘊,qun3,,q,un, 3 
蘋,pin5,,p,in, 5 
蘢,liong5,,l,iong, 5 
蠐,chhe5,,chh,e, 5 
蠓,bong5,,b,ong, 5 
蠔,ho5,,h,o, 5 
蠖,hoo7,,h,oo, 7 
蠘,chhiat8,,chh,iat, 8 
襣,pit8,,p,it, 8 
襤,lam5,,l,am, 5 
襦,ji5,,j,i, 5 
覺,kak4,,k,ak, 4 
觸,chiok4,,ch,iok, 4 
譍,qeng3,,q,eng, 3 
譡,tong3,,t,ong, 3 
警,keng2,,k,eng, 2 
譩,qi1,,q,i, 1 
譬,phi3,,ph,i, 3 
譮,hai7,,h,ai, 7 
譯,qek8,,q,ek, 8 
議,gi7,,g,i, 7 
贍,siam7,,s,iam, 7 
贏,qeng5,,q,eng, 5 
躁,so3,,s,o, 3 
躂,that4,,th,at, 4 
躃,phek4,,ph,ek, 4 
躅,tok8,,t,ok, 8 
轗,kham2,0.01 ,kh,am, 2 
辮,pian7,,p,ian, 7 
醴,le2,,l,e, 2 
釋,sek4,,s,ek, 4 
鏵,hoa5,,h,oa, 5 
鏷,phok4,,ph,ok, 4 
